245,1,114,384,143,142,0.81,43
176,1,219,143,47,822,0.85,34
283,3,313,316,185,622,1.47,22
187,2,215,295,151,107,0.77,15
297,1,285,213,338,439,1.27,28
264,1,119,391,71,961,0.73,13
169,0,228,121,124,402,1.46,38
138,2,235,52,135,304,0.72,27
209,1,495,275,94,936,0.83,11
248,4,146,205,300,204,0.9,6
155,2,235,54,230,266,0.88,12
204,3,55,72,214,716,1.39,12
228,0,325,141,207,819,0.96,30
408,3,60,382,349,950,1.47,32
226,3,48,68,272,604,1.06,35
143,2,46,142,148,219,0.83,24
260,2,147,356,87,899,1.31,24
278,0,120,269,189,804,1.15,36
288,3,137,313,306,192,1.19,8
150,1,197,148,91,818,0.83,15
147,4,375,101,208,153,0.95,30
278,0,68,238,227,936,1.08,36
109,4,461,93,44,271,1.07,29
